INDEX,NAME,SHIRTNAME,JAPANESE PLAYER NAME,SPACING,COMMENTARY,AGE,NATIONALITY,FOOT,WEIGHT,HEIGHT,FORM,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,INJURY TOLERANCE,GROWTH TYPE,MARKET PRICE,GK 0,SW 1,CB 2,LB 3,RB 4,DMF 5,CMF 6,LMF 7,RMF 8,AMF 9,LWF 10,RWF 11,SS 12,CF 13,POSITION,ATTACK,DEFENCE,HEADER ACCURACY,DRIBBLE ACCURACY,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,PLACE KICKING,SWERVE,BALL CONTROLL,GOAL KEEPING SKILLS,RESPONSE,EXPLOSIVE POWER,DRIBBLE SPEED,TOP SPEED,BODY BALANCE,STAMINA,KICKING POWER,JUMP,TENACITY,TEAMWORK,S01 1-TOUCH PLAY,S02 OUTSIDE CURVE,S03 LONG THROW,S04 SUPER-SUB,S05 SPEED MERCHANT,S06 LONG RANGE DRIVE,S07 SHOULDER FEINT SKILLS,S08 TURNING SKILLS,S09 ROULETTE SKILLS,S10 FLIP FLAP SKILLS,S11 FLICKING SKILLS,S12 SCISSORS SKILLS,S13 STEP ON SKILLS,S14 DEFT TOUCH SKILLS,S15 KNUCKLE SHOT,S16 JUMPING VOLLEY,S17 SCISSOR KICK,S18 HEEL FLICK,S19 WEIGHTED PASS,S20 DOUBLE TOUCH,S21 RUN AROUND,S22 SOMBRERO,S23 180 DRAG,S24 LUNGING TACKLE,S25 DIVING HEADER,S26 GK LONG THROW,P01 CLASSIC NO.10,P02 ANCHOR MAN,P03 TRICKSTER,P04 DARTING RUN,P05 MAZING RUN,P06 PINPOINT PASS,P07 EARLY CROSS,P08 BOX TO BOX,P09 INCISIVE RUN,P10 LONG RANGER,P11 ENFORCER,P12 GOAL POACHER,P13 DUMMY RUNNER,P14 FREE ROAMING,P15 TALISMAN,P16 FOX IN THE BOX,P17 OFFENSIVE SIDEBACK,P18 TRACK BACK,ATTACK AWARENESS,DEFENCE AWARENESS,SKIN COLOR,SKIN TEXTURE,FACE MODE,LINKED FACE,FACE SLOT,LINKED HAIR,HAIR SLOT,BOOTS,UNTUCKED SHIRT,TIGHT KIT,GLOVES,DRIBBLE STYLE,FREE KICK STYLE,PENALTY KICK STYLE,DROP KICK STYLE,GOAL CELEBRATION STYLE #1,GOAL CELEBRATION STYLE #2,CLUB TEAM,NUMBER,NATIONAL TEAM
44437,Eric Tié Bi,TIE BI,ティエ ビ,2,0,22,Cote d'Ivoire,R,76,189,5,5,5,A,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,CMF,65,65,68,73,75,65,70,65,68,70,61,68,50,78,78,77,82,79,83,80,82,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,6,1,Default,0,131,0,4354,25,0,0,0,1,1,1,1,0,0,伊维恩,4,
44440,Bérigaud,BERIGAUD,ベリゴー,2,0,24,France,R,69,178,5,6,5,A,109,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,SS,79,44,81,82,76,70,72,70,80,65,62,83,50,82,73,81,75,75,79,75,74,74,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,Default,0,131,0,4326,20,0,0,0,1,1,1,1,0,0,伊维恩,9,
44441,C. Cambon,CAMBON,キャンボン,2,0,26,France,R,76,184,5,6,5,A,42,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CB,66,70,75,79,75,73,78,75,75,69,64,70,50,77,71,75,76,83,74,83,75,68,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,Default,0,131,0,4213,0,0,0,0,1,1,1,1,0,0,伊维恩,22,
44443,Aldo Angoula,ANGOULA,アングラ,2,0,31,France,R,82,184,6,5,5,B,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,62,72,67,71,76,78,75,73,72,69,72,72,50,82,72,74,76,79,75,79,80,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,1,Default,0,131,0,4362,27,0,0,0,1,1,1,1,0,0,伊维恩,17,
44444,Felipe Saad,SAAD,サード,2,2146,29,Brazil,L,83,187,4,4,4,A,163,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LB,67,68,72,79,76,73,82,78,70,75,79,78,50,75,70,74,74,77,79,78,71,72,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4537,25,0,0,0,1,1,1,1,0,0,阿雅克肖,28,
44454,Eric Bauthéac,BAUTHEAC,ボーテアク,2,0,25,France,L,65,168,6,6,6,A,116,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,LMF,73,68,68,76,78,76,83,82,78,79,81,75,50,83,80,84,78,75,86,83,78,80,78,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,Default,0,131,0,4310,26,0,0,0,1,1,1,1,0,0,尼斯,11,
44455,B. Corgnet,CORGNET,コルニェ,2,0,25,France,R,75,180,5,5,5,A,76,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,CMF,78,68,73,83,82,73,74,72,83,73,72,82,50,84,78,84,78,75,84,75,75,78,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,Default,0,131,0,4405,24,0,0,0,1,1,1,1,0,0,洛里昂,7,
44460,Abreu,ABREU,ゴンサーロ アブレウ,2,0,26,Portugal,L,81,190,4,6,6,B,103,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,CF,70,45,78,81,72,67,74,70,72,75,74,79,50,75,74,79,79,71,75,75,75,67,70,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,1,Default,0,131,0,4498,18,0,0,0,1,1,1,1,0,0,马里迪莫,8,
44466,Paulo Lopes,PAULO LOPES,パウロ ロペス,2,0,34,Portugal,R,76,183,5,4,4,A,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,75,55,50,49,56,56,59,45,45,45,50,75,85,64,49,62,80,58,85,70,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4221,20,0,0,0,1,1,1,1,0,0,本菲卡,13,
44471,Siaka Bamba,BAMBA,シャカ バンバ,2,0,23,Cote d'Ivoire,R,72,175,5,5,5,B,60,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,DMF,63,68,72,66,73,66,76,68,76,68,57,73,50,72,75,70,78,81,75,81,80,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,6,1,Default,0,131,0,4499,19,0,0,0,1,1,1,1,0,0,吉马良斯,16,
44480,Nuno Henrique,NUNO HENRIQUE,ヌーノ エンリケ,2,0,25,Portugal,R,80,190,5,5,5,B,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,58,72,81,76,70,75,77,67,68,59,54,69,50,76,66,66,74,81,75,78,76,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4451,0,0,0,0,1,1,1,1,0,0,,7,
44493,álex Martínez,A. MARTINEZ,アレックス マルティネス,2,82,22,Spain,L,64,176,4,4,4,A,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LB,64,59,63,74,69,67,71,69,53,66,72,72,50,68,82,76,79,69,77,69,76,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4459,0,0,0,0,1,1,1,1,0,0,皇家贝蒂斯,6,
44494,Declan Rudd,RUDD,ルッド,2,2140,21,England,R,85,191,4,4,4,A,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,74,45,50,51,55,55,59,45,45,47,48,77,81,64,50,65,82,57,75,75,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4340,26,0,0,0,1,1,1,1,0,0,,7,
44495,W. Hoolahan,HOOLAHAN,フーラハン,2,0,30,Ireland,L,71,168,5,4,4,A,3,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,AMF,75,50,66,81,83,75,82,76,74,76,79,83,50,76,82,74,76,71,80,79,70,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4486,23,0,0,0,2,1,1,1,0,0,诺维奇,14,
44496,Simon Lappin,LAPPIN,ラピン,2,0,29,Scotland,L,60,180,4,4,4,A,65,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,LMF,69,44,65,74,74,73,78,73,62,74,74,74,50,70,74,73,76,68,76,71,71,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4451,21,0,0,0,1,1,1,1,0,0,,7,
44497,Korey Smith,K. SMITH,スミス,2,0,21,England,R,78,180,4,5,5,A,121,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,RMF,69,49,60,75,69,69,69,70,63,60,68,74,50,68,73,76,82,76,79,74,74,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4403,28,0,0,0,2,1,1,1,0,0,诺维奇,32,
44498,Chris Martin,C. MARTIN,C. マーティン,2,0,23,England,R,73,178,4,5,5,A,54,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,CF,71,40,68,74,69,68,65,69,77,77,75,74,50,78,74,69,79,72,72,74,80,62,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4529,28,0,0,0,1,1,1,1,0,0,,7,
44499,Russell Martin,R. MARTIN,R. マーティン,2,0,26,Scotland,R,73,183,6,5,4,A,58,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,RB,65,72,72,74,76,72,78,73,63,62,64,73,50,78,76,76,74,74,83,77,76,78,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,Special,1,300,1,4375,23,1,0,0,1,1,1,1,0,0,诺维奇,2,
44501,Grant Holt,HOLT,ホルト,2,1075,31,England,R,79,183,6,5,5,B,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,83,37,87,74,71,71,65,68,81,69,73,73,50,84,72,74,75,85,76,76,80,80,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,Default,0,131,0,4502,21,0,0,0,1,1,1,1,0,0,诺维奇,9,
44502,Francomb,FRANCOMB,フランコム,2,0,21,England,R,73,180,4,5,5,A,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RB,62,62,68,69,68,65,67,67,55,58,65,68,50,73,74,71,75,74,77,74,73,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4381,25,0,0,0,1,1,1,1,0,0,诺维奇,33,
44504,Jed Steer,STEER,スティーア,2,2297,20,England,R,80,182,3,5,5,A,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,70,45,53,52,52,53,64,45,42,43,50,75,80,65,54,65,81,57,74,76,63,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4340,28,0,0,0,1,1,1,1,0,0,诺维奇,31,
44507,Marc Tierney,TIERNEY,ティアーニー,2,0,27,Ireland,L,71,183,5,4,4,A,42,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LB,65,67,70,71,71,72,72,73,60,62,65,69,50,75,75,72,75,75,80,77,76,72,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,Default,0,131,0,4415,25,0,0,0,1,1,1,1,0,0,诺维奇,23,
44516,A. Faurlín,FAURLIN,ファウルリン,2,823,26,Argentina,L,79,185,5,4,4,B,3,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,CMF,70,66,78,78,80,75,80,73,68,70,76,82,50,78,75,68,72,76,81,78,77,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,Default,0,131,0,4533,22,0,0,0,1,1,1,1,0,0,巴勒莫,18,
44519,M. Harriman,HARRIMAN,ハリーマン,2,1042,19,Ireland,R,74,168,3,5,5,A,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RB,55,62,68,68,66,65,66,66,57,57,63,68,50,75,73,69,74,70,78,70,74,63,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4215,25,0,0,0,1,1,1,1,0,0,,7,
44522,Pierazzi,PIERAZZI,ピエラッツィ,2,0,27,France,R,74,185,6,5,5,A,34,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,DMF,65,76,72,78,80,75,81,76,68,75,70,76,50,80,76,72,76,77,81,75,75,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4535,26,0,0,0,1,1,1,1,0,0,阿雅克肖,8,
44525,Arnaud Maire,MAIRE,メール,2,0,33,France,R,77,181,6,4,4,A,66,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,56,78,82,70,74,71,75,76,68,55,55,66,50,79,69,65,73,79,75,79,76,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4498,22,0,0,0,1,1,1,1,0,0,阿雅克肖,23,
44527,Benjamin André,ANDRE,アンドレ,2,0,22,France,R,68,177,4,6,6,A,26,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,AMF,75,64,68,83,79,78,78,75,76,75,74,78,50,83,80,75,75,78,81,75,73,75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,3,1,Default,0,131,0,4533,26,0,0,0,1,1,1,1,0,0,阿雅克肖,7,
44529,Andy Delort,DELORT,ドゥロール,2,0,20,France,R,82,182,3,5,5,A,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CF,72,43,71,78,78,75,76,74,74,72,70,78,50,82,80,76,75,75,76,75,72,69,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4372,26,0,0,0,1,1,1,1,0,0,阿雅克肖,9,
44530,El Hany,EL HANY,エル ハニ,2,0,24,France,R,60,170,4,5,5,A,53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,SS,73,43,65,82,80,75,81,79,75,79,78,80,50,70,76,78,72,67,81,74,74,65,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,Default,0,131,0,4488,23,0,0,0,1,1,1,1,0,0,,7,
44532,Oberhauser,OBERHAUSER,オベルハウザー,2,0,21,France,L,75,183,3,3,4,A,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,69,55,55,54,52,55,51,45,45,45,56,75,81,59,53,66,83,57,78,78,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4213,20,0,0,0,1,1,1,1,0,0,阿雅克肖,30,
44536,Murta,MURTA,ムルタ,2,0,33,Portugal,R,89,185,4,4,4,A,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,74,55,54,51,50,55,53,45,45,45,55,75,81,62,53,64,85,59,78,78,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4409,27,0,0,0,1,1,1,1,0,0,吉维森特,79,
44537,Jo?o Pedro,JOAO PEDRO,ジョアン ペドロ,2,0,32,Portugal,L,71,174,4,5,4,A,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LB,67,68,68,78,74,67,75,70,62,64,59,75,50,75,73,72,74,69,78,74,74,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4364,23,0,0,0,1,1,1,1,0,0,吉维森特,3,
44538,Sandro Fernando,SANDRO,サンドロ,2,0,29,Portugal,R,80,188,5,5,5,A,17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,CB,55,73,74,69,72,68,74,77,68,68,61,70,50,75,73,66,78,80,76,76,83,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4502,23,0,0,0,1,1,1,1,0,0,吉维森特,4,
44539,Daniel Joao,DANIEL,ダニエウ,2,0,25,Portugal,R,78,185,5,5,5,A,53,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,CB,63,68,73,70,72,75,79,75,64,59,52,64,50,78,71,72,76,83,78,78,78,80,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4518,18,0,0,0,1,1,1,1,0,0,吉维森特,6,
44540,Paulo Arantes,PAULO ARANTES,パウロ アランテス,2,0,25,Portugal,R,78,182,5,5,5,A,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RB,60,67,67,72,74,64,68,70,63,61,53,68,50,78,74,67,74,77,81,77,76,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4533,22,0,0,0,1,1,1,1,0,0,吉维森特,27,
44542,Cláudio,CLAUDIO,クラウジオ,2,481,35,Brazil,R,79,182,5,7,7,A,199,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CB,68,68,75,76,77,75,78,75,75,66,65,75,50,81,78,82,78,79,75,76,85,77,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,Default,0,131,0,4239,24,0,0,0,1,1,1,1,0,0,吉维森特,44,
44543,Cai?ara,CAICARA,ジュニオール カイサラ,2,383,23,Brazil,R,65,172,5,6,5,A,75,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,LB,72,60,68,83,76,72,81,78,73,81,80,80,50,78,83,79,78,67,82,75,75,70,78,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,3,1,Default,0,131,0,4522,24,0,0,0,1,1,1,1,0,0,,7,
44545,Rodrigo Galo,RODRIGO GALO,ロドリゴ ガーロ,2,2101,26,Brazil,R,69,176,5,6,6,A,103,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,RMF,68,62,68,78,79,76,82,78,75,78,77,77,50,78,79,76,74,66,82,71,71,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4537,20,0,0,0,1,1,1,1,0,0,科英布拉大学,22,
44547,André Cunha,ANDRE CUNHA,アンドレ クーニャ,2,0,34,Portugal,R,83,183,5,7,7,A,43,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,AMF,77,68,72,80,78,75,80,83,75,79,80,80,50,75,72,71,74,77,76,78,76,73,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4399,26,0,0,0,1,1,1,1,67,0,吉维森特,10,
44548,Luís Manuel,LUIS MANUEL,ルイス マヌエウ,2,0,31,Portugal,R,79,183,5,5,5,A,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,60,72,71,72,75,66,73,66,63,67,62,76,50,76,73,68,73,78,82,76,77,74,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4317,24,0,0,0,1,1,1,1,0,0,吉维森特,66,
44549,Richard Almeida,RICHARD,リシャルジ,2,2073,23,Brazil,L,68,176,4,4,5,B,193,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,AMF,70,44,69,76,69,68,79,82,72,81,81,74,50,72,76,85,83,76,74,83,78,68,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4217,23,0,0,0,1,1,1,1,0,0,,7,
44550,Zé Luís,ZE LUIS,ゼ ルイス,2,0,21,Cape Verde,L,81,183,4,4,3,A,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CF,73,31,69,84,72,65,70,69,72,66,63,78,50,76,71,77,76,77,73,78,75,66,66,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4430,23,0,0,0,1,1,1,1,72,0,布拉加,29,
44553,Luis Carlos,LUIS CARLOS,ルイス カルロス,2,1490,25,Brazil,R,63,170,4,5,5,A,60,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,LWF,71,41,68,81,75,77,78,80,75,78,80,78,50,75,88,84,80,67,75,82,75,74,74,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4362,23,0,0,0,3,1,1,1,0,0,吉维森特,58,
44554,Hugo Vieira,HUGO VIEIRA,ウーゴ ヴィエイラ,2,0,24,Portugal,R,72,178,4,6,6,A,76,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,RWF,77,34,67,83,77,75,76,74,79,78,76,80,50,79,85,85,77,71,81,75,72,77,73,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,2,1,Default,0,131,0,4314,20,0,0,0,1,1,1,1,0,0,吉维森特,70,
44555,Ramazotti,RAMAZOTTI,ハマゾッチ,2,0,24,Brazil,R,83,193,5,5,5,B,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,69,42,82,68,72,68,65,64,67,64,62,69,50,75,70,70,74,85,77,78,82,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,Default,0,131,0,4513,26,0,0,0,1,1,1,1,0,0,吉维森特,99,
44556,Leon Britton,BRITTON,L. ブライトン,2,358,30,England,R,64,168,5,5,5,A,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,CMF,73,67,64,77,84,84,80,78,63,67,82,78,50,72,83,78,76,69,83,73,71,72,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4309,20,0,0,0,1,1,1,1,0,0,斯旺西,7,
44557,Mark Gower,GOWER,M. ガワー,2,992,33,England,R,71,180,6,6,6,A,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,RMF,71,62,69,75,74,73,76,77,65,72,73,73,50,78,74,75,75,77,80,79,74,77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,Default,0,131,0,4372,28,0,0,0,1,1,1,1,0,0,斯旺西,27,
